UTC,Lat,Lon,Alt,ECEF_X,ECEF_Y,ECEF_Z,ax,ay,az,gx,gy,gz
0.0,0,0,0,1.5792128155073915,0.7674347291529088,-0.4694743859349521,0.024835707650561634,-0.006913215058559233,9.842384426905035,0.015230298564080254,-0.0023415337472333596,-0.0023413695694918055
0.01,0,0,0,-0.4622875292409727,-1.0128311203344238,0.3142473325952739,0.027128002179298234,-0.023170884640623113,9.786713512321487,0.002419622715660341,-0.01913280244657798,-0.01724917832513033
0.02,0,0,0,-0.34438272452518265,0.11092258970986608,-1.1509935774223028,-0.04540120377606056,-0.07061518506676459,9.883282438446079,-0.0022577630048653567,0.0006752820468792384,-0.014247481862134568
0.03,0,0,0,-0.7577109289558999,0.822544912103189,-1.2208436499710222,0.0187849009172836,-0.03003193449594025,9.795415312510336,-0.006017066122293969,0.01852278184508938,-0.00013497224737933915
0.04,0,0,0,0.2843517176117595,-0.3011036955892888,-1.4785219903674274,0.010443179750237772,-0.09798350619398878,9.74359069755508,0.0019686123586912354,0.007384665799954104,0.001713682811899705
0.05,0,0,0,0.11491771958368346,-0.6769220003059587,0.6116762888408679,-0.03599221041973543,-0.023031938547989378,9.862856111310947,0.003436182895684614,-0.01763040155362734,0.00324083969394795
0.06,0,0,0,0.12082576215471003,-0.18565897666381712,-1.1063349740060282,0.05154997612479755,0.04656400595580993,9.768039123838868,-0.003092123758512146,0.0033126343140356396,0.009755451271223592
0.07,0,0,0,0.05488024539487568,0.36139560550841393,1.5380365664659692,-0.05981033120403354,0.040626291119709904,9.877812001428541,-0.0007201012158033385,0.010035328978920241,0.0036163602504763414
0.08,0,0,0,0.8917607765355022,-1.9875689146008928,-0.21967188783751193,-0.0017913019554975766,0.07823218279070031,9.679012744795513,0.00821902504375224,0.0008704706823817133,-0.0029900735046586788
0.09,0,0,0,1.2287511096596844,-0.5297602037670388,0.5132674331133561,0.017855628575587323,0.07389470223707581,9.784086489086318,-0.008084936028931877,-0.005017570435845366,0.009154021177020742
